Image,Species,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16
4407610172_6faa5f263c_c.jpg,daffodil,6131,12222,32270,3974,1294,463,1332,230,499,3230,1963,761,454,149,355,209
442341421_d41f5ca227_c.jpg,daffodil,1067,2730,26597,6060,5784,5426,6948,5028,4947,455,127,37,33,193,82,22
4427200492_906af2d0ae_c.jpg,daffodil,2001,11549,45509,1041,1334,1654,1379,448,112,109,56,32,24,39,67,182
4440796156_f9b8c4a7f6_c.jpg,daffodil,42480,10093,8239,654,678,586,309,87,94,31,8,2,14,59,222,1980
4441858615_65263bf010_c.jpg,daffodil,59,275,5678,3721,4877,5350,3712,1849,2273,33077,4581,48,13,10,3,10
4442638336_4edf41eaaa_c.jpg,daffodil,37,282,8083,4789,8366,9046,3475,1443,1617,22558,5762,44,15,2,14,3
4445871951_912d51e9cf_c.jpg,daffodil,2290,7138,16991,3593,7305,2533,1240,972,1750,14149,4181,2008,464,267,288,367
4448442426_c5fe4e7001_c.jpg,daffodil,3716,3795,39329,13033,3907,403,264,46,33,54,270,267,182,57,100,80
4449037222_52aaed3f0b_c.jpg,daffodil,1624,15029,16312,14927,7510,1796,2305,445,1583,2470,1167,91,32,14,153,78
4452238323_7d37bfa0de_c.jpg,daffodil,1648,4376,31251,9914,4905,3568,3551,1490,1730,924,789,530,216,106,226,312
4455377317_0e1e9c4bd4_c.jpg,daffodil,1461,6245,10568,3650,2220,2067,5937,12741,9244,2337,1910,2086,1327,1373,1359,1011
4457974722_85c568a349_c.jpg,daffodil,11282,10247,14028,1615,1255,515,647,330,306,1657,4888,3084,1831,1564,4672,7615
4461554314_2dff87c963_c.jpg,daffodil,69,770,19301,16826,22364,5469,347,134,80,52,47,26,26,4,11,10
4463131371_f3c3cdfda2_c.jpg,daffodil,8487,5653,16506,2277,3172,3471,5882,2467,945,589,597,521,642,752,2552,11023
4463131633_fe1af2cfbd_c.jpg,daffodil,14656,12314,20030,4817,4083,3020,1644,502,135,95,138,247,326,307,589,2633
4463131689_dd8189ea80_c.jpg,daffodil,2985,5013,39757,3105,1324,1495,3887,2918,318,217,439,567,301,258,520,2432
4463131993_5146f8d0d2_c.jpg,daffodil,4413,29067,24490,1409,945,1137,212,55,95,349,1184,803,360,101,628,288
4463132045_769bdfb9e1_c.jpg,daffodil,11538,4741,17844,445,497,780,649,77,168,2279,24092,1714,272,69,199,172
4463250602_489e6c923c_c.jpg,daffodil,156,1144,31845,1193,583,500,1089,816,5288,21169,1397,244,39,9,36,28
4463512026_25c8b51efe_c.jpg,daffodil,3115,3150,23317,6183,5276,2377,4866,12298,3614,463,333,103,63,44,250,84
4463909292_07f9740077_c.jpg,daffodil,8223,7610,14203,5233,8850,10603,8143,1426,234,58,29,21,26,38,154,685
4463909314_909f5929f9_c.jpg,daffodil,10902,5689,19985,779,1094,2148,2678,3031,1007,326,203,292,311,780,2919,13392
4463909388_ac3d51d689_c.jpg,daffodil,13953,6353,15997,3677,4119,5335,6413,1420,178,85,117,208,277,389,1309,5706
4463909488_f0c9a38632_c.jpg,daffodil,8940,26375,22677,3264,229,135,53,22,28,58,180,270,328,220,609,2148
4463909518_e79ef2c861_c.jpg,daffodil,10871,14259,21517,7295,6308,2289,603,85,73,73,67,147,175,159,315,1300
4463909564_979e7d38ec_c.jpg,daffodil,17109,9582,14152,4166,4653,3373,2566,1440,327,122,221,342,422,432,761,5868
4463909624_05faff3bb7_c.jpg,daffodil,15625,15849,18235,5486,2510,2301,1796,342,107,64,95,314,345,340,523,1604
4463909688_55e668e365_c.jpg,daffodil,3631,3976,39170,3070,458,707,1971,1935,1438,981,1599,1400,707,224,1154,3115
4463909852_8893338f07_c.jpg,daffodil,1234,2643,17426,802,318,155,427,334,1048,25284,14179,1023,231,111,160,161
4463909970_856ffcc6b3_c.jpg,daffodil,5095,5458,11972,615,348,184,165,101,187,1706,16400,15202,2547,393,3370,1793
4464370053_68a2890585_c.jpg,daffodil,1578,7972,34566,8600,3694,5418,2618,522,94,87,78,73,66,22,88,60
4464595191_acb7e915de_c.jpg,daffodil,1188,13660,23400,9302,2427,559,636,449,1589,8562,2210,899,147,64,371,73
446479946_67968e63ea_c.jpg,daffodil,303,2156,44883,5407,7168,2075,1310,675,554,777,90,52,21,9,10,46
4467696159_933880d11e_c.jpg,daffodil,8092,2384,21733,9904,10265,2677,2269,769,472,1301,2380,776,350,76,1179,909
4469693480_cf7d40c0e2_c.jpg,daffodil,97,2719,42969,6185,10593,1614,616,421,183,62,33,16,5,5,8,10
4474403307_34515cbf86_c.jpg,daffodil,3954,8052,33773,2140,4539,8084,1083,376,249,341,543,1119,553,163,301,266
4475177414_733296a1f8_c.jpg,daffodil,2343,686,23336,3643,12328,16741,4106,1389,160,119,279,93,70,20,118,105
4475178042_9bf6724511_c.jpg,daffodil,3368,5597,34793,2532,4908,8854,1171,355,296,281,494,908,938,412,394,235
4479601925_990f495fb4_c.jpg,daffodil,177,958,14705,13563,6059,1075,726,910,2584,23749,560,148,70,62,109,81
4480249792_a974a72bbc_c.jpg,daffodil,240,986,11663,9054,10895,4234,1743,1681,4638,19444,501,209,93,40,55,60
4481197339_fa3b0abc61_c.jpg,daffodil,3714,1255,11915,4146,5181,9528,11937,7507,3777,570,244,222,284,375,1458,3423
4481213709_877e120fcc_c.jpg,daffodil,3656,4503,3955,6913,9913,12433,11120,4797,3189,1952,662,431,361,287,460,904
4481264631_8d6ca32eda_c.jpg,daffodil,3228,2484,13133,7161,17666,6418,4028,1099,1111,6336,663,732,365,286,306,520
4481270101_5d29e38d97_c.jpg,daffodil,1535,1894,27656,12525,6736,808,363,339,743,11840,658,68,61,45,45,220
4481306379_2efd077f22_c.jpg,daffodil,2590,9941,9974,12743,14779,2629,567,416,770,5767,2232,1195,604,300,361,668
4481390333_d3b5d27d06_c.jpg,daffodil,754,4532,25411,9883,11786,4382,1598,717,837,5356,201,19,14,4,20,22
4481409587_e60e637664_c.jpg,daffodil,5605,22633,17439,3115,852,497,397,1203,1297,12098,142,54,31,4,63,106
4481846380_65daf90577_c.jpg,daffodil,303,1927,14108,834,487,333,719,2642,14040,16421,2745,2291,4086,2768,1322,510
4481855082_e6faa43b47_c.jpg,daffodil,12778,5671,4920,3521,5136,2217,992,293,279,255,2048,2203,1437,1628,6969,15189
4481880144_ccf4980c09_c.jpg,daffodil,13858,9744,16928,8706,9729,1677,312,304,508,679,473,265,79,104,450,1720
4481977514_eaf13dcdbb_c.jpg,daffodil,8188,15183,12116,15203,8035,1935,633,198,269,2463,610,141,43,46,161,312
4481989490_b7a6e05b5f_c.jpg,daffodil,2051,6483,19396,23770,7288,910,445,507,880,2689,462,153,79,60,102,261
4482040636_4818dc33ec_c.jpg,daffodil,1115,4217,25496,9234,10239,4967,2290,902,1065,5495,302,42,10,23,40,99
4482693408_d12650c91b_c.jpg,daffodil,96,4782,3101,38062,12761,3951,1788,718,151,41,32,17,19,0,13,4
4482727508_7248ed2176_c.jpg,daffodil,2503,5450,21045,6373,20597,7311,1491,507,201,8,1,1,0,0,2,46
4483507419_1066dd1a9a_c.jpg,daffodil,6165,3628,17296,7559,4007,1448,1006,1097,1896,2145,1461,3173,2595,2589,3639,5832
4483746617_2818e18cb1_c.jpg,daffodil,565,3799,17313,13294,892,193,321,337,917,20009,6216,949,287,58,329,57
4484778345_b8be3d0780_c.jpg,daffodil,8182,7381,27652,331,213,112,206,376,1277,2040,3423,3604,1589,1594,4425,3131
4486257413_99475ec41e_c.jpg,daffodil,1984,13087,39910,512,207,114,173,368,9159,22,0,0,0,0,0,0
4488980536_284a8a1045_c.jpg,daffodil,17684,981,35186,1165,270,106,318,95,130,1270,6489,1092,405,109,156,80
4490142944_059ea5b0c1_c.jpg,daffodil,329,3948,24181,18639,15857,1598,344,117,55,115,132,108,47,6,33,27
4495027862_297dbb9f3a_c.jpg,daffodil,726,2443,26899,31471,3070,448,54,28,14,20,222,46,39,8,36,12
4495335664_120f7c7f1c_c.jpg,daffodil,4105,2405,36257,6894,5970,4426,2425,1652,695,92,170,119,51,1,232,42
4496345523_0fcf00c5ab_c.jpg,daffodil,3133,2131,17351,4504,15513,15811,3257,1345,595,231,424,59,170,568,323,121
449641412_2f326b80e3_c.jpg,daffodil,2286,7841,26180,2240,1333,1142,2281,11254,2163,2501,2820,780,452,192,625,1446
4497093643_f40bc5ae58_c.jpg,daffodil,1527,11873,9924,11207,2078,1328,2188,10140,13851,1320,63,23,6,2,4,2
4497731154_244e77fc5b_c.jpg,daffodil,3385,15139,6107,2226,2032,1997,3600,20796,9129,741,183,103,35,17,16,30
4501923595_8430ffbe10_c.jpg,daffodil,224,13859,45996,2594,1418,116,138,140,145,300,173,179,85,26,95,48
4505095721_4ce6d78d6f_c.jpg,daffodil,12779,2801,37739,1971,653,295,667,140,184,1593,4018,1734,426,125,281,130
4505209164_54cc8da172_c.jpg,daffodil,17901,3015,2538,2822,5895,10762,6458,1625,2795,990,312,1422,1534,1080,1044,5343
4506430828_02d5c946a7_c.jpg,daffodil,1055,1263,12628,43064,6263,58,36,33,30,26,102,19,31,44,134,750
4506479782_55f3b32063_c.jpg,daffodil,208,194,7998,1768,2274,5215,21063,22878,3290,262,115,74,39,17,81,60
4507888531_585acaf9e6_c.jpg,daffodil,115,3378,49185,11729,1020,12,3,5,8,6,15,16,5,3,13,23
4508857944_122600c819_c.jpg,daffodil,117,2049,20306,27057,2695,411,257,836,8346,3366,51,12,5,6,9,13
4509490568_1e9036b5fb_c.jpg,daffodil,19411,1014,16122,1810,12018,11976,951,254,218,260,717,449,173,37,78,48
4511584868_4780233de0_c.jpg,daffodil,17,1397,41597,5583,14596,1602,488,155,68,20,1,7,1,0,2,2
4511588300_c08c7dc325_c.jpg,daffodil,110,9807,39648,3333,7654,3533,1140,200,63,28,8,1,1,0,4,6
4512242002_02df5866b9_c.jpg,daffodil,4164,2433,36744,12179,3166,875,356,267,778,1666,2496,234,56,29,33,60
4515268788_163423ef04_c.jpg,daffodil,1337,30087,30093,1193,534,448,1058,156,50,111,38,69,68,48,81,165
4516092050_0441b5a906_c.jpg,daffodil,1143,6891,28157,5133,2546,4939,9044,1337,285,549,810,1668,868,693,810,663
4517033026_bf0d4d655b_c.jpg,daffodil,5413,4132,14448,3695,4736,5941,8488,3122,5664,6555,1013,425,353,175,882,494
4517375093_0227ebcb5c_c.jpg,daffodil,445,3804,17438,6466,1506,731,615,1427,4614,10218,14965,1385,959,551,246,166
4518010784_d74d552c70_c.jpg,daffodil,284,4293,20384,7825,1897,778,658,1206,5192,10179,11250,1237,191,74,45,43
4520771811_86fab24f80_c.jpg,daffodil,10846,2269,12371,3948,8857,23039,762,133,976,144,201,71,134,1652,119,14
4521178746_bba91c2421_c.jpg,daffodil,29190,19590,3516,1115,2026,2172,453,48,46,97,262,672,810,777,1107,3655
4522163196_85ae452cbf_c.jpg,daffodil,23254,10017,31607,253,185,110,7,0,0,0,0,0,0,0,0,103
4524148151_80ccf214ab_c.jpg,daffodil,4905,3570,4354,1027,904,955,3131,2494,22943,18241,2318,193,115,54,213,119
4527964375_f7c188a848_c.jpg,daffodil,342,25529,28374,1950,3637,2329,720,317,1090,968,85,52,50,14,34,45
452965135_885f091323_c.jpg,daffodil,638,3017,11322,15920,30042,4367,208,13,9,0,0,0,0,0,0,0
4535252604_880b93d524_c.jpg,daffodil,11946,16049,9055,4406,6089,4904,7519,2597,342,95,142,277,556,220,276,1063
454024452_a3a2e9cba9_c.jpg,daffodil,4189,7439,23438,2027,3806,8240,4320,949,292,402,4937,2265,1837,106,1067,222
454024476_36ce68343b_c.jpg,daffodil,10344,5135,11762,2988,8614,13802,4148,564,55,154,979,2203,2997,192,1225,374
4540402770_91c8337608_c.jpg,daffodil,14,418,19967,16913,13625,6126,5503,2830,119,8,4,5,2,0,0,2
4547097484_4b1e1f98f5_c.jpg,daffodil,309,7532,28417,20559,8518,32,32,2,2,1,5,9,12,14,22,70
4557209079_f76080a04c_c.jpg,daffodil,1803,7412,20226,6264,3252,425,380,605,1309,13960,4731,2485,1075,246,1024,339
455853779_2b07d69d56_c.jpg,daffodil,4559,20182,26837,3131,4556,3826,1092,263,30,10,11,25,89,161,201,563
45667213355_06b120506b_c.jpg,daffodil,7412,13213,12520,14459,3926,1916,981,1083,2143,3126,2478,1050,436,388,226,179
4568011425_d2a4e1fb07_c.jpg,daffodil,674,7344,17820,13802,16793,6384,1525,455,142,100,109,66,68,15,159,80
4569946137_cec7e3fa64_c.jpg,daffodil,26510,6833,12256,513,278,838,109,55,93,289,2916,3581,7796,504,2436,529
4572556918_b12732fd44_c.jpg,daffodil,12280,1984,14815,5334,12659,4807,2916,2088,1212,2442,1914,1393,658,157,578,299
4573786158_203b094f03_c.jpg,daffodil,6167,10312,28986,19167,403,20,5,1,0,1,0,1,28,44,138,263
4578023028_1fe9925774_c.jpg,daffodil,33,2825,11657,12724,24615,7268,4916,1185,200,74,8,3,2,3,2,21
4579634579_0443ce9731_c.jpg,daffodil,738,8478,40240,7171,8613,289,7,0,0,0,0,0,0,0,0,0
45819446331_b6249123e6_c.jpg,daffodil,2328,2142,6140,1407,1497,2737,5895,3831,4484,2293,2712,4734,5301,5830,8521,5684
4597909065_88a0abb86b_c.jpg,daffodil,4139,9830,8542,26281,839,403,1149,274,872,4193,2135,2396,1393,328,1356,1406
46033303295_78cf8d651f_c.jpg,daffodil,1442,15147,38351,898,884,268,257,144,135,401,2588,1907,1453,222,627,812
4624535799_34b2a1d80c_c.jpg,daffodil,343,7098,42650,8499,4360,2149,251,37,38,23,11,6,8,3,26,34
46527358694_ae226bef10_c.jpg,daffodil,354,765,8498,15089,15806,7265,4404,2429,2881,5530,1705,506,139,34,57,74
467366828_b4af2d33d1_c.jpg,daffodil,6367,10962,9549,9924,17728,7670,2071,289,75,78,70,50,80,132,229,262
467573518_2aabbe5df6_c.jpg,daffodil,1936,2404,30479,15358,8094,2279,1936,1481,1170,214,25,8,10,10,35,97
46865004154_0d62a0741c_c.jpg,daffodil,108,1898,6292,48641,8572,3,3,2,1,0,0,2,1,2,5,6
46903437434_d856c92dc8_c.jpg,daffodil,717,932,6782,18158,13440,7030,4410,1571,1298,2346,4114,2912,247,89,173,1317
46946332144_400f0b0e90_c.jpg,daffodil,17846,10047,7381,3319,1054,360,407,624,885,688,1150,2636,5392,2259,3173,8315
4705643415_7bdbf0f673_c.jpg,daffodil,2829,7676,17730,641,212,110,129,212,486,3202,24501,4615,1641,90,581,881
470851319_46d8dfcbb4_c.jpg,daffodil,747,5742,17984,4321,5916,11453,11845,3395,810,1164,1477,236,86,17,236,107
4711015981_8449d17278_c.jpg,daffodil,1387,9856,19939,889,116,37,283,127,973,22898,7290,704,231,80,514,212
47188788171_6b43bd0700_c.jpg,daffodil,26606,16349,8269,243,447,3032,2454,4192,479,441,1593,485,378,90,303,175
47229602071_a890eb9d68_c.jpg,daffodil,4314,3592,10794,5891,11241,11511,7690,2323,1280,994,1242,1116,929,364,657,1598
47348709682_12f66ea422_c.jpg,daffodil,17945,10627,26438,3213,565,639,755,651,592,83,417,129,55,42,539,2846
47388398891_f74157d1fb_c.jpg,daffodil,10327,6587,32320,6740,3292,2869,391,120,44,148,1333,845,232,65,116,107
4752466365_82cc0fd274_c.jpg,daffodil,464,1335,51590,9837,980,606,43,19,23,36,216,171,92,32,57,35
4753107002_4543a1434d_c.jpg,daffodil,450,2289,49775,11117,635,562,67,25,10,43,196,152,96,27,62,30
47531562912_580b5b8bfe_c.jpg,daffodil,2115,2757,54266,186,89,45,70,65,406,3409,1625,312,100,23,45,23
4778561873_742d7f0ea5_c.jpg,daffodil,21,109,221,255,739,2845,2023,3489,8065,43745,3729,247,27,7,8,6
482843125_1727592473_c.jpg,daffodil,7727,6754,11998,6508,6472,1604,2363,8233,3959,1338,1295,538,401,322,624,5400
4829581617_3c4769745d_c.jpg,daffodil,1134,6668,3875,557,42,38,30,15,53,34974,15126,1560,561,233,303,367
4842858714_bb4f46ffbc_c.jpg,daffodil,109,2080,21387,11309,19173,10337,551,72,159,54,30,31,40,161,38,5
486738404_2ce097afa9_c.jpg,daffodil,48,6600,23544,28649,6264,108,80,99,65,39,24,11,1,1,1,2
487258863_49ff70165f_c.jpg,daffodil,76,8307,25344,2524,1946,915,685,1048,3796,20266,519,73,19,8,7,3
4889911410_48535ffb00_c.jpg,daffodil,239,2789,22430,26919,11136,1520,212,65,28,14,18,8,12,4,23,119
491621873_fbfb6b7990_c.jpg,daffodil,321,16429,25695,263,232,229,533,1199,1399,7419,11108,326,123,64,66,130
5071100734_41f0519cf6_c.jpg,daffodil,2961,8848,16162,17103,11644,2185,996,389,246,397,1316,840,682,217,1103,447
509660154_b90cbef54e_c.jpg,daffodil,5713,5400,12333,4932,10090,1947,581,299,538,2244,9692,7536,1651,603,668,1309
517687225_492fa415a7_c.jpg,daffodil,10370,8569,29453,4185,10495,1158,419,215,193,30,55,45,56,34,60,199
517687237_234c6720be_c.jpg,daffodil,6870,6327,29761,5070,15200,1017,310,77,180,387,61,34,70,19,36,117
5213650381_8012187068_c.jpg,daffodil,1954,1161,21111,11954,12077,9701,2166,2098,2042,409,431,129,119,1,47,136
5222167978_b150a074ea_c.jpg,daffodil,1368,3685,30064,8682,6446,2425,895,668,3671,7286,303,16,7,5,7,8
538455904_e9491cbe42_c.jpg,daffodil,4093,21422,29812,4798,826,194,346,153,232,359,612,419,481,293,944,552
5412604299_e11e1401bd_c.jpg,daffodil,69,7319,45018,12165,867,49,17,3,6,3,1,5,5,0,4,5
5422738288_7c37c73480_c.jpg,daffodil,16074,4895,24626,5282,1567,1329,800,559,1629,2747,2190,1341,1400,100,778,219
5427626668_88f296b722_c.jpg,daffodil,2822,6129,34266,5486,4459,2421,1627,347,213,1142,2331,1561,573,176,1305,678
5457451805_b3101d2573_c.jpg,daffodil,8613,5230,14481,13050,5189,738,392,230,230,610,2841,2993,1802,820,2353,5964
5464718669_bc38098e1e_c.jpg,daffodil,431,3140,33170,25500,2689,227,28,21,32,19,21,30,37,94,46,51
5474525143_d2e490fccf_c.jpg,daffodil,6250,5416,9445,5626,5314,6437,9943,5688,1646,1513,1208,1269,982,648,1697,2454
5479226520_f82765ff53_c.jpg,daffodil,1226,18198,33315,2626,423,248,366,875,2406,4582,470,117,117,99,266,202
5481203300_2f2aca7013_c.jpg,daffodil,1016,7074,16946,8590,3207,518,463,513,4477,21968,320,177,61,27,83,96
5493815773_14f75d5a2d_c.jpg,daffodil,1,1789,19201,26057,17625,779,84,0,0,0,0,0,0,0,0,0
5498084648_cab11a33e3_c.jpg,daffodil,26,493,46435,5509,6188,4740,1247,493,240,140,14,5,1,0,5,0
5506454783_29b6b7fd0d_c.jpg,daffodil,0,1397,15748,1190,16990,27272,2815,118,4,2,0,0,0,0,0,0
5514647587_bf283da410_c.jpg,daffodil,1,892,20313,1812,329,119,143,136,1404,40232,153,2,0,0,0,0
5514652825_3503e95b89_c.jpg,daffodil,36,725,30871,32541,1161,21,19,6,5,6,8,35,66,14,11,11
5515222026_df30d29d1a_c.jpg,daffodil,1640,1866,17300,841,215,100,460,125,352,36265,5775,422,98,25,25,27
5515233336_8e547621a8_c.jpg,daffodil,4,1462,24190,1270,319,140,127,170,450,36446,904,38,8,6,2,0
5515236970_aa3705a9d4_c.jpg,daffodil,1,396,19916,1713,347,158,128,178,543,41891,262,1,1,1,0,0
5517375918_b74d3d0557_c.jpg,daffodil,58,4394,10167,19481,16375,3824,1582,1539,5365,2512,168,27,14,0,13,17
5517545683_8df46183fd_c.jpg,daffodil,1139,17478,15540,17372,5598,900,668,560,1620,2486,683,542,194,63,592,101
5518734066_5dc9fb28f3_c.jpg,daffodil,178,3383,19899,6954,30695,1957,683,498,568,381,24,13,23,214,43,23
5521596326_c5095f5549_c.jpg,daffodil,3522,768,22251,6399,18109,6693,2060,1354,1794,1537,687,217,70,10,44,21
5537976360_18789aeef9_c.jpg,daffodil,2787,8130,39095,4127,6142,1509,531,197,256,290,819,638,425,276,216,98
5539639527_6a33040bca_c.jpg,daffodil,5562,26207,23432,8161,1917,214,20,0,0,0,0,0,0,0,9,14
5540390848_2085649e3e_c.jpg,daffodil,8393,10670,14555,7556,10313,4582,2063,685,472,155,113,85,83,119,1246,4446
5544022936_c0445ef63d_c.jpg,daffodil,6067,5396,14765,13391,3245,1018,986,366,421,2214,14754,1597,394,187,549,186
5545115596_4e3769d516_c.jpg,daffodil,1705,31208,18126,4139,2752,808,417,257,592,3532,1003,275,214,100,252,156
5545116044_1b05d54f8c_c.jpg,daffodil,3364,10290,12233,12292,9908,3331,942,364,4667,6518,388,261,178,144,222,434
5545975953_71acc2f4c2_c.jpg,daffodil,1499,4208,41949,5629,7228,1839,218,50,33,12,30,71,433,548,760,1029
5546219101_48e92ae50a_c.jpg,daffodil,4089,21101,23788,4179,2504,1906,1103,310,286,647,2505,1822,364,159,412,361
5546219785_4fc56f991e_c.jpg,daffodil,498,1694,45478,1718,4969,3786,2350,1447,2716,606,13,10,1,8,39,203
5546220001_bda6759192_c.jpg,daffodil,5,1595,29448,3688,9936,13204,6052,1427,123,49,7,1,0,0,1,0
5547400045_ddf254723a_c.jpg,daffodil,5366,1497,43322,10573,1248,859,350,67,36,110,478,658,411,36,457,68
5549991505_cc52e1f618_c.jpg,daffodil,1809,1673,25025,2623,3785,7050,8862,4402,3098,993,1712,1964,1829,202,221,288
5550168071_1109fd65c3_c.jpg,daffodil,88,3501,42592,1674,342,532,815,993,2838,8948,3003,187,10,4,5,4
5550340510_8467fb3f13_c.jpg,daffodil,1876,989,16209,2129,1422,320,799,2633,5049,2795,1657,4241,11646,7186,3168,3417
5552044318_7d88d6a35c_c.jpg,daffodil,194,474,17382,2692,21804,15487,4510,1877,918,78,68,27,24,0,1,0
5553278800_65069a0259_c.jpg,daffodil,12704,2933,18381,7847,3894,1099,927,1719,977,910,11053,2224,354,42,399,73
5556162104_7095021f34_c.jpg,daffodil,145,21220,38093,6033,29,5,0,0,0,0,0,0,0,3,3,5
5557794279_c7130d3075_c.jpg,daffodil,1887,7276,34090,19117,626,51,30,22,13,26,266,447,48,56,871,710
5558378384_a3566d5466_c.jpg,daffodil,197,336,15500,618,158,53,124,152,498,6173,35726,5651,194,72,57,27
5558910127_19033ed79f_c.jpg,daffodil,1714,10565,35174,11211,3698,1065,138,81,48,188,948,255,102,61,192,96
5559565021_ec76cc071e_c.jpg,daffodil,1412,3282,22845,23930,9973,1394,358,129,388,884,262,139,164,67,128,181
5560761545_e2fb2e1220_c.jpg,daffodil,3612,19206,30326,3478,7949,784,43,21,25,46,19,7,2,0,4,14
5560990859_4ee51164d8_c.jpg,daffodil,1564,9512,26076,5994,7627,11990,1304,228,103,186,298,123,429,15,64,23
5561840423_12342df4b4_c.jpg,daffodil,3611,18802,27668,8622,5426,342,174,50,28,24,66,61,96,85,150,331
5563228172_08dd3400b0_c.jpg,daffodil,9763,10688,19625,3592,2149,1317,3068,2908,338,207,559,3632,1198,775,728,4989
5567121404_4abebb04dc_c.jpg,daffodil,4557,7499,22220,30543,168,0,0,0,0,0,0,0,0,0,1,548
5567966743_0ab3e81e09_c.jpg,daffodil,483,4818,20240,8270,15753,6702,1277,706,1284,5222,555,104,32,14,30,46
5568096928_1447e57b38_c.jpg,daffodil,8886,17500,25056,1994,1023,490,1475,3829,955,248,254,191,171,151,2379,934
5568626817_42abfe9c98_c.jpg,daffodil,7707,7638,41367,6389,605,476,172,24,16,59,545,198,132,42,94,72
5571397496_a05881cdee_c.jpg,daffodil,79,9458,51781,2086,1851,229,18,5,0,0,4,14,4,1,1,5
5572141145_2847fc4e71_c.jpg,daffodil,338,8802,30474,21751,1515,260,228,272,467,1029,217,62,15,9,34,63
5575618680_cfc7d51659_c.jpg,daffodil,2725,7481,8099,5685,10003,7974,6541,6357,4485,2627,999,883,463,195,495,524
5576756353_fca0d658aa_c.jpg,daffodil,0,5155,30570,11358,18205,220,28,0,0,0,0,0,0,0,0,0
5580251225_c2a9829f1a_c.jpg,daffodil,525,2423,14213,2941,6778,8051,6227,4020,6022,2646,2620,6777,1024,747,451,71
5580836118_1b3cb39a1f_c.jpg,daffodil,5199,9667,18054,12234,4543,220,1026,199,110,1071,7180,2242,1005,246,1915,625
5580836738_1f251704ab_c.jpg,daffodil,10195,1468,26355,2518,5120,802,5431,965,2531,5205,2712,794,210,86,921,223
5583672585_66998aacc0_c.jpg,daffodil,3160,2018,20455,3590,4004,5033,8015,6459,5764,1696,432,916,715,580,1045,1654
5583673081_a87bcd33e0_c.jpg,daffodil,2869,4197,14000,5677,7324,7337,4094,3793,9571,2839,516,326,274,496,827,1396
5584531878_00e8bfd601_c.jpg,daffodil,90,100,8761,4717,27680,9100,4844,3438,4245,2266,141,51,20,14,37,32
5588135737_267d993318_c.jpg,daffodil,997,5423,8144,14278,16752,8047,3931,2703,3495,1431,210,30,20,16,29,30
5602353355_8bf51388bd_c.jpg,daffodil,698,1047,11363,9787,31371,7890,2126,611,164,13,6,35,43,23,151,208
5604681740_4efab4029b_c.jpg,daffodil,2078,10349,25787,10302,11546,1333,264,185,378,528,671,576,379,234,304,622
5604682046_51b47c73af_c.jpg,daffodil,11328,9375,18578,4070,4515,3952,2464,1162,463,1004,1156,821,751,677,1311,3909
5604686520_7f5f3c2a5e_c.jpg,daffodil,4761,10414,24775,17086,5783,1047,165,74,46,55,58,90,143,125,171,743
5605123183_c1f99be703_c.jpg,daffodil,90,15101,39153,7203,2876,691,367,51,0,0,0,0,0,0,0,4
5606410970_7b68bf1698_c.jpg,daffodil,15036,20466,8687,2877,3227,2264,2178,683,252,624,2348,1277,434,154,1676,3353
5611277179_0ab6d65f92_c.jpg,daffodil,3227,29789,12754,17872,758,130,117,75,37,37,80,88,75,58,208,231
5615445927_62b683183d_c.jpg,daffodil,534,3768,22295,2148,473,245,329,638,5831,20285,7826,957,74,25,51,57
5617204204_5406b2d3d5_c.jpg,daffodil,200,4186,29987,9937,4861,878,350,275,1023,13327,342,49,17,7,77,20
5619138270_54c261528e_c.jpg,daffodil,15605,8320,34339,3112,876,179,277,88,108,231,859,837,268,108,160,169
5620661502_c2cc4a4da3_c.jpg,daffodil,23800,9263,5855,1208,305,41,152,126,615,7540,5936,1485,404,208,433,8165
5621713335_4b8c152451_c.jpg,daffodil,498,21303,33314,7753,2275,184,38,37,28,23,18,24,14,4,11,12
5621887328_bb567d0715_c.jpg,daffodil,4458,10110,30746,4696,1963,1333,5718,1997,1383,1248,934,433,140,48,228,101
5624162909_dee9794b5f_c.jpg,daffodil,3150,3257,11612,6988,12404,7058,3845,1696,2056,4992,6011,857,399,191,475,545
5624751416_3ecfc29f04_c.jpg,daffodil,1847,6671,21776,8429,19610,792,197,156,283,992,1332,1567,588,315,272,709
5624751822_4e4179564b_c.jpg,daffodil,1743,5287,19938,7942,22636,1970,602,402,504,791,2037,1042,125,32,79,406
5627188981_04461b59f6_c.jpg,daffodil,2235,6103,12998,944,929,700,403,433,1344,31431,5877,941,359,173,292,374
5627625513_78e9bf654c_c.jpg,daffodil,2,10420,22259,2963,16217,10024,2810,582,249,10,0,0,0,0,0,0
5628074475_30b59613c7_c.jpg,daffodil,10457,8469,25134,7743,2008,545,2601,674,1056,2306,1818,924,645,221,596,339
5628690051_97749e7d62_c.jpg,daffodil,2545,23813,23663,13365,2112,3,0,1,0,0,1,0,0,0,11,22
5628910771_ff0387e2c2_c.jpg,daffodil,142,2556,5389,6691,34730,9527,2623,1651,1527,471,88,74,24,7,17,19
5630275250_1a7f0ebdcb_c.jpg,daffodil,43,1779,16110,838,277,179,259,1373,9007,32819,2740,105,3,0,1,3
